"Blooket
Import Template",,,,,,,
Question #,Question Text,Answer 1,Answer 2,Answer 3 (Optional),Answer 4 (Optional),Time Limit (sec) (Max: 300 seconds),Correct Answer(s) (Only include Answer #)
1,An infinite limit describes,unbounded behavior,a function value equal to infinity,a horizontal asymptote only,a finite jump,45,1
2,lim x->infinity f(x)=3 suggests horizontal asymptote,x=3,y=3,y=0,x=0,45,2
3,IVT requires continuity on,only endpoints,an open ray,the closed interval,no interval,45,3
4,IVT guarantees,exactly one input,a derivative,a vertical asymptote,at least one input for an intermediate value,45,4
5,A horizontal asymptote,may be crossed,can never be crossed,must be x=a,requires discontinuity,45,1
6,If lim x->infinity f(x)=2 what horizontal asymptote is suggested?,x=2,y=2,y=3,x=1,45,2
7,If lim x->infinity f(x)=3 what horizontal asymptote is suggested?,x=3,y=4,y=3,x=2,45,3
8,If lim x->infinity f(x)=-3 what horizontal asymptote is suggested?,x=-3,y=-2,x=-4,y=-3,45,4
9,If lim x->infinity f(x)=-2 what horizontal asymptote is suggested?,y=-2,x=-2,y=-1,x=-3,45,1
10,If lim x->infinity f(x)=-1 what horizontal asymptote is suggested?,x=-1,y=-1,y=0,x=-2,45,2
11,If lim x->infinity f(x)=0 what horizontal asymptote is suggested?,x=0,y=1,y=0,x=-1,45,3
12,If lim x->infinity f(x)=1 what horizontal asymptote is suggested?,x=1,y=2,x=0,y=1,45,4
13,If lim x->infinity f(x)=2 what horizontal asymptote is suggested?,y=2,x=2,y=3,x=1,45,1
14,If lim x->infinity f(x)=3 what horizontal asymptote is suggested?,x=3,y=3,y=4,x=2,45,2
15,If lim x->infinity f(x)=-3 what horizontal asymptote is suggested?,x=-3,y=-2,y=-3,x=-4,45,3
16,If lim x->infinity f(x)=-2 what horizontal asymptote is suggested?,x=-2,y=-1,x=-3,y=-2,45,4
17,If lim x->infinity f(x)=-1 what horizontal asymptote is suggested?,y=-1,x=-1,y=0,x=-2,45,1
18,If lim x->infinity f(x)=0 what horizontal asymptote is suggested?,x=0,y=0,y=1,x=-1,45,2
19,If lim x->infinity f(x)=1 what horizontal asymptote is suggested?,x=1,y=2,y=1,x=0,45,3
20,If lim x->infinity f(x)=2 what horizontal asymptote is suggested?,x=2,y=3,x=1,y=2,45,4
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
