bank_id,course_family,unit,section,destination,destination_group,destination_slot,spiral_role,dok,learning_target,i_can,framework_alignment,item_type,answer_type,figure_files,source_basis,notes
U2-S1-NOTE-EX01,MATH,2,2.1,notes_example,notes,pair_1_ex,current,2,Connect average rate of change and secant slopes to instantaneous rate of change and tangent slope estimates.,I can estimate tangent slope from shrinking intervals and interpret average and instantaneous rates in a shared context.,AP Topic 2.1,average_rate,numeric,,Assessment Plan + Course Framework; AP Topic scoring guides consulted for representation/rigor only (no question wording copied).,Notes pair 1; EX.
U2-S1-NOTE-YTI01,MATH,2,2.1,notes_you_try_it,notes,pair_1_yti,current,2,Connect average rate of change and secant slopes to instantaneous rate of change and tangent slope estimates.,I can estimate tangent slope from shrinking intervals and interpret average and instantaneous rates in a shared context.,AP Topic 2.1,average_rate,numeric,,Assessment Plan + Course Framework; AP Topic scoring guides consulted for representation/rigor only (no question wording copied).,Notes pair 1; YTI.
U2-S1-NOTE-EX02,MATH,2,2.1,notes_example,notes,pair_2_ex,current,2,Connect average rate of change and secant slopes to instantaneous rate of change and tangent slope estimates.,I can estimate tangent slope from shrinking intervals and interpret average and instantaneous rates in a shared context.,AP Topic 2.1,table_rate,numeric,,Assessment Plan + Course Framework; AP Topic scoring guides consulted for representation/rigor only (no question wording copied).,Notes pair 2; EX.
U2-S1-NOTE-YTI02,MATH,2,2.1,notes_you_try_it,notes,pair_2_yti,current,2,Connect average rate of change and secant slopes to instantaneous rate of change and tangent slope estimates.,I can estimate tangent slope from shrinking intervals and interpret average and instantaneous rates in a shared context.,AP Topic 2.1,table_rate,numeric,,Assessment Plan + Course Framework; AP Topic scoring guides consulted for representation/rigor only (no question wording copied).,Notes pair 2; YTI.
U2-S1-NOTE-EX03,MATH,2,2.1,notes_example,notes,pair_3_ex,current,2,Connect average rate of change and secant slopes to instantaneous rate of change and tangent slope estimates.,I can estimate tangent slope from shrinking intervals and interpret average and instantaneous rates in a shared context.,AP Topic 2.1,shrinking_intervals,numeric,,Assessment Plan + Course Framework; AP Topic scoring guides consulted for representation/rigor only (no question wording copied).,Notes pair 3; EX.
U2-S1-NOTE-YTI03,MATH,2,2.1,notes_you_try_it,notes,pair_3_yti,current,2,Connect average rate of change and secant slopes to instantaneous rate of change and tangent slope estimates.,I can estimate tangent slope from shrinking intervals and interpret average and instantaneous rates in a shared context.,AP Topic 2.1,shrinking_intervals,numeric,,Assessment Plan + Course Framework; AP Topic scoring guides consulted for representation/rigor only (no question wording copied).,Notes pair 3; YTI.
U2-S1-NOTE-EX04,MATH,2,2.1,notes_example,notes,pair_4_ex,current,2,Connect average rate of change and secant slopes to instantaneous rate of change and tangent slope estimates.,I can estimate tangent slope from shrinking intervals and interpret average and instantaneous rates in a shared context.,AP Topic 2.1,context_rate,rate_with_units,,Assessment Plan + Course Framework; AP Topic scoring guides consulted for representation/rigor only (no question wording copied).,Notes pair 4; EX.
U2-S1-NOTE-YTI04,MATH,2,2.1,notes_you_try_it,notes,pair_4_yti,current,2,Connect average rate of change and secant slopes to instantaneous rate of change and tangent slope estimates.,I can estimate tangent slope from shrinking intervals and interpret average and instantaneous rates in a shared context.,AP Topic 2.1,context_rate,rate_with_units,,Assessment Plan + Course Framework; AP Topic scoring guides consulted for representation/rigor only (no question wording copied).,Notes pair 4; YTI.
U2-S2-NOTE-EX01,MATH,2,2.2,notes_example,notes,pair_1_ex,current,1,"Interpret the derivative as a limit, use derivative notation, and connect a derivative at a point to tangent-line meaning across representations.","I can interpret derivative notation, estimate a derivative from a table, and connect a derivative value to a tangent line.","AP Topics 2.2, 2.3",notation,explanation,,Assessment Plan + Course Framework; AP Topic scoring guides consulted for representation/rigor only (no question wording copied).,Notes pair 1; EX.
U2-S2-NOTE-YTI01,MATH,2,2.2,notes_you_try_it,notes,pair_1_yti,current,1,"Interpret the derivative as a limit, use derivative notation, and connect a derivative at a point to tangent-line meaning across representations.","I can interpret derivative notation, estimate a derivative from a table, and connect a derivative value to a tangent line.","AP Topics 2.2, 2.3",notation,explanation,,Assessment Plan + Course Framework; AP Topic scoring guides consulted for representation/rigor only (no question wording copied).,Notes pair 1; YTI.
U2-S2-NOTE-EX02,MATH,2,2.2,notes_example,notes,pair_2_ex,current,2,"Interpret the derivative as a limit, use derivative notation, and connect a derivative at a point to tangent-line meaning across representations.","I can interpret derivative notation, estimate a derivative from a table, and connect a derivative value to a tangent line.","AP Topics 2.2, 2.3",definition_computation,numeric,,Assessment Plan + Course Framework; AP Topic scoring guides consulted for representation/rigor only (no question wording copied).,Notes pair 2; EX.
U2-S2-NOTE-YTI02,MATH,2,2.2,notes_you_try_it,notes,pair_2_yti,current,2,"Interpret the derivative as a limit, use derivative notation, and connect a derivative at a point to tangent-line meaning across representations.","I can interpret derivative notation, estimate a derivative from a table, and connect a derivative value to a tangent line.","AP Topics 2.2, 2.3",definition_computation,numeric,,Assessment Plan + Course Framework; AP Topic scoring guides consulted for representation/rigor only (no question wording copied).,Notes pair 2; YTI.
U2-S2-NOTE-EX03,MATH,2,2.2,notes_example,notes,pair_3_ex,current,2,"Interpret the derivative as a limit, use derivative notation, and connect a derivative at a point to tangent-line meaning across representations.","I can interpret derivative notation, estimate a derivative from a table, and connect a derivative value to a tangent line.","AP Topics 2.2, 2.3",table_derivative,numeric,,Assessment Plan + Course Framework; AP Topic scoring guides consulted for representation/rigor only (no question wording copied).,Notes pair 3; EX.
U2-S2-NOTE-YTI03,MATH,2,2.2,notes_you_try_it,notes,pair_3_yti,current,2,"Interpret the derivative as a limit, use derivative notation, and connect a derivative at a point to tangent-line meaning across representations.","I can interpret derivative notation, estimate a derivative from a table, and connect a derivative value to a tangent line.","AP Topics 2.2, 2.3",table_derivative,numeric,,Assessment Plan + Course Framework; AP Topic scoring guides consulted for representation/rigor only (no question wording copied).,Notes pair 3; YTI.
U2-S2-NOTE-EX04,MATH,2,2.2,notes_example,notes,pair_4_ex,current,2,"Interpret the derivative as a limit, use derivative notation, and connect a derivative at a point to tangent-line meaning across representations.","I can interpret derivative notation, estimate a derivative from a table, and connect a derivative value to a tangent line.","AP Topics 2.2, 2.3",tangent_line,equation,,Assessment Plan + Course Framework; AP Topic scoring guides consulted for representation/rigor only (no question wording copied).,Notes pair 4; EX.
U2-S2-NOTE-YTI04,MATH,2,2.2,notes_you_try_it,notes,pair_4_yti,current,2,"Interpret the derivative as a limit, use derivative notation, and connect a derivative at a point to tangent-line meaning across representations.","I can interpret derivative notation, estimate a derivative from a table, and connect a derivative value to a tangent line.","AP Topics 2.2, 2.3",tangent_line,equation,,Assessment Plan + Course Framework; AP Topic scoring guides consulted for representation/rigor only (no question wording copied).,Notes pair 4; YTI.
U2-S3-NOTE-EX01,MATH,2,2.3,notes_example,notes,pair_1_ex,current,2,"Determine where a function is differentiable and connect differentiability to continuity, corners, cusps, vertical tangents, and discontinuities.",I can classify points of nondifferentiability and justify why continuity does not guarantee differentiability.,AP Topic 2.4,graph_classification,explanation,u2_s3_note_ex01_feature.png,Assessment Plan + Course Framework; AP Topic scoring guides consulted for representation/rigor only (no question wording copied).,Notes pair 1; EX.
U2-S3-NOTE-YTI01,MATH,2,2.3,notes_you_try_it,notes,pair_1_yti,current,2,"Determine where a function is differentiable and connect differentiability to continuity, corners, cusps, vertical tangents, and discontinuities.",I can classify points of nondifferentiability and justify why continuity does not guarantee differentiability.,AP Topic 2.4,graph_classification,explanation,u2_s3_note_yti01_feature.png,Assessment Plan + Course Framework; AP Topic scoring guides consulted for representation/rigor only (no question wording copied).,Notes pair 1; YTI.
U2-S3-NOTE-EX02,MATH,2,2.3,notes_example,notes,pair_2_ex,current,2,"Determine where a function is differentiable and connect differentiability to continuity, corners, cusps, vertical tangents, and discontinuities.",I can classify points of nondifferentiability and justify why continuity does not guarantee differentiability.,AP Topic 2.4,corner_reasoning,explanation,,Assessment Plan + Course Framework; AP Topic scoring guides consulted for representation/rigor only (no question wording copied).,Notes pair 2; EX.
U2-S3-NOTE-YTI02,MATH,2,2.3,notes_you_try_it,notes,pair_2_yti,current,2,"Determine where a function is differentiable and connect differentiability to continuity, corners, cusps, vertical tangents, and discontinuities.",I can classify points of nondifferentiability and justify why continuity does not guarantee differentiability.,AP Topic 2.4,corner_reasoning,explanation,,Assessment Plan + Course Framework; AP Topic scoring guides consulted for representation/rigor only (no question wording copied).,Notes pair 2; YTI.
U2-S3-NOTE-EX03,MATH,2,2.3,notes_example,notes,pair_3_ex,current,2,"Determine where a function is differentiable and connect differentiability to continuity, corners, cusps, vertical tangents, and discontinuities.",I can classify points of nondifferentiability and justify why continuity does not guarantee differentiability.,AP Topic 2.4,piecewise_differentiability,explanation,,Assessment Plan + Course Framework; AP Topic scoring guides consulted for representation/rigor only (no question wording copied).,Notes pair 3; EX.
U2-S3-NOTE-YTI03,MATH,2,2.3,notes_you_try_it,notes,pair_3_yti,current,2,"Determine where a function is differentiable and connect differentiability to continuity, corners, cusps, vertical tangents, and discontinuities.",I can classify points of nondifferentiability and justify why continuity does not guarantee differentiability.,AP Topic 2.4,piecewise_differentiability,explanation,,Assessment Plan + Course Framework; AP Topic scoring guides consulted for representation/rigor only (no question wording copied).,Notes pair 3; YTI.
U2-S3-NOTE-EX04,MATH,2,2.3,notes_example,notes,pair_4_ex,current,1,"Determine where a function is differentiable and connect differentiability to continuity, corners, cusps, vertical tangents, and discontinuities.",I can classify points of nondifferentiability and justify why continuity does not guarantee differentiability.,AP Topic 2.4,implication,multiple_choice,,Assessment Plan + Course Framework; AP Topic scoring guides consulted for representation/rigor only (no question wording copied).,Notes pair 4; EX.
U2-S3-NOTE-YTI04,MATH,2,2.3,notes_you_try_it,notes,pair_4_yti,current,1,"Determine where a function is differentiable and connect differentiability to continuity, corners, cusps, vertical tangents, and discontinuities.",I can classify points of nondifferentiability and justify why continuity does not guarantee differentiability.,AP Topic 2.4,implication,multiple_choice,,Assessment Plan + Course Framework; AP Topic scoring guides consulted for representation/rigor only (no question wording copied).,Notes pair 4; YTI.
U2-S4-NOTE-EX01,MATH,2,2.4,notes_example,notes,pair_1_ex,current,1,"Differentiate functions using the power, constant, sum, difference, constant-multiple, and selected basic trigonometric, exponential, and logarithmic rules.",I can differentiate mixed basic-rule expressions and use a derivative to determine a tangent-line slope.,"AP Topics 2.5, 2.6, 2.7",basic_derivative,expression,,Assessment Plan + Course Framework; AP Topic scoring guides consulted for representation/rigor only (no question wording copied).,Notes pair 1; EX.
U2-S4-NOTE-YTI01,MATH,2,2.4,notes_you_try_it,notes,pair_1_yti,current,1,"Differentiate functions using the power, constant, sum, difference, constant-multiple, and selected basic trigonometric, exponential, and logarithmic rules.",I can differentiate mixed basic-rule expressions and use a derivative to determine a tangent-line slope.,"AP Topics 2.5, 2.6, 2.7",basic_derivative,expression,,Assessment Plan + Course Framework; AP Topic scoring guides consulted for representation/rigor only (no question wording copied).,Notes pair 1; YTI.
U2-S4-NOTE-EX02,MATH,2,2.4,notes_example,notes,pair_2_ex,current,1,"Differentiate functions using the power, constant, sum, difference, constant-multiple, and selected basic trigonometric, exponential, and logarithmic rules.",I can differentiate mixed basic-rule expressions and use a derivative to determine a tangent-line slope.,"AP Topics 2.5, 2.6, 2.7",core_function_derivative,expression,,Assessment Plan + Course Framework; AP Topic scoring guides consulted for representation/rigor only (no question wording copied).,Notes pair 2; EX.
U2-S4-NOTE-YTI02,MATH,2,2.4,notes_you_try_it,notes,pair_2_yti,current,1,"Differentiate functions using the power, constant, sum, difference, constant-multiple, and selected basic trigonometric, exponential, and logarithmic rules.",I can differentiate mixed basic-rule expressions and use a derivative to determine a tangent-line slope.,"AP Topics 2.5, 2.6, 2.7",core_function_derivative,expression,,Assessment Plan + Course Framework; AP Topic scoring guides consulted for representation/rigor only (no question wording copied).,Notes pair 2; YTI.
U2-S4-NOTE-EX03,MATH,2,2.4,notes_example,notes,pair_3_ex,current,2,"Differentiate functions using the power, constant, sum, difference, constant-multiple, and selected basic trigonometric, exponential, and logarithmic rules.",I can differentiate mixed basic-rule expressions and use a derivative to determine a tangent-line slope.,"AP Topics 2.5, 2.6, 2.7",tangent_slope,numeric,,Assessment Plan + Course Framework; AP Topic scoring guides consulted for representation/rigor only (no question wording copied).,Notes pair 3; EX.
U2-S4-NOTE-YTI03,MATH,2,2.4,notes_you_try_it,notes,pair_3_yti,current,2,"Differentiate functions using the power, constant, sum, difference, constant-multiple, and selected basic trigonometric, exponential, and logarithmic rules.",I can differentiate mixed basic-rule expressions and use a derivative to determine a tangent-line slope.,"AP Topics 2.5, 2.6, 2.7",tangent_slope,numeric,,Assessment Plan + Course Framework; AP Topic scoring guides consulted for representation/rigor only (no question wording copied).,Notes pair 3; YTI.
