bank_id,course_family,unit,section,destination,destination_group,destination_slot,spiral_role,dok,learning_target,i_can,framework_alignment,item_type,answer_type,figure_files,source_basis,notes
U8-S1-NOTE-EX01,MATH,8,8.1,notes_example,notes,pair_1_ex,current,2,"Use definite integrals to determine average value and net change, and distinguish average value from average rate of change in contextual situations.","I can compute and interpret average value, use a rate function to determine net change, and distinguish those quantities from average rate of change.","AP Topics 8.1, 8.3",average_value,numeric,,"Unit 8 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",Notes pair 1; EX.
U8-S1-NOTE-YTI01,MATH,8,8.1,notes_you_try_it,notes,pair_1_yti,current,2,"Use definite integrals to determine average value and net change, and distinguish average value from average rate of change in contextual situations.","I can compute and interpret average value, use a rate function to determine net change, and distinguish those quantities from average rate of change.","AP Topics 8.1, 8.3",net_change,numeric,,"Unit 8 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",Notes pair 1; YTI.
U8-S1-NOTE-EX02,MATH,8,8.1,notes_example,notes,pair_2_ex,current,2,"Use definite integrals to determine average value and net change, and distinguish average value from average rate of change in contextual situations.","I can compute and interpret average value, use a rate function to determine net change, and distinguish those quantities from average rate of change.","AP Topics 8.1, 8.3",net_change,numeric,,"Unit 8 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",Notes pair 2; EX.
U8-S1-NOTE-YTI02,MATH,8,8.1,notes_you_try_it,notes,pair_2_yti,current,2,"Use definite integrals to determine average value and net change, and distinguish average value from average rate of change in contextual situations.","I can compute and interpret average value, use a rate function to determine net change, and distinguish those quantities from average rate of change.","AP Topics 8.1, 8.3",average_value_vs_aroc,constructed_response,,"Unit 8 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",Notes pair 2; YTI.
U8-S1-NOTE-EX03,MATH,8,8.1,notes_example,notes,pair_3_ex,current,2,"Use definite integrals to determine average value and net change, and distinguish average value from average rate of change in contextual situations.","I can compute and interpret average value, use a rate function to determine net change, and distinguish those quantities from average rate of change.","AP Topics 8.1, 8.3",average_value_vs_aroc,constructed_response,,"Unit 8 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",Notes pair 3; EX.
U8-S1-NOTE-YTI03,MATH,8,8.1,notes_you_try_it,notes,pair_3_yti,current,2,"Use definite integrals to determine average value and net change, and distinguish average value from average rate of change in contextual situations.","I can compute and interpret average value, use a rate function to determine net change, and distinguish those quantities from average rate of change.","AP Topics 8.1, 8.3",initial_plus_net_change,numeric,,"Unit 8 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",Notes pair 3; YTI.
U8-S1-NOTE-EX04,MATH,8,8.1,notes_example,notes,pair_4_ex,current,2,"Use definite integrals to determine average value and net change, and distinguish average value from average rate of change in contextual situations.","I can compute and interpret average value, use a rate function to determine net change, and distinguish those quantities from average rate of change.","AP Topics 8.1, 8.3",initial_plus_net_change,numeric,,"Unit 8 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",Notes pair 4; EX.
U8-S1-NOTE-YTI04,MATH,8,8.1,notes_you_try_it,notes,pair_4_yti,current,2,"Use definite integrals to determine average value and net change, and distinguish average value from average rate of change in contextual situations.","I can compute and interpret average value, use a rate function to determine net change, and distinguish those quantities from average rate of change.","AP Topics 8.1, 8.3",net_change_table,numeric,,"Unit 8 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",Notes pair 4; YTI.
U8-S2-NOTE-EX01,MATH,8,8.2,notes_example,notes,pair_1_ex,current,2,"Use integrals to determine displacement, total distance, and position from velocity, while distinguishing velocity from speed and accounting for direction changes.",I can compute displacement and total distance from velocity and recover position from velocity with an initial condition.,AP Topic 8.2,motion_displacement,numeric,,"Unit 8 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",Notes pair 1; EX.
U8-S2-NOTE-YTI01,MATH,8,8.2,notes_you_try_it,notes,pair_1_yti,current,2,"Use integrals to determine displacement, total distance, and position from velocity, while distinguishing velocity from speed and accounting for direction changes.",I can compute displacement and total distance from velocity and recover position from velocity with an initial condition.,AP Topic 8.2,motion_total_distance,numeric,,"Unit 8 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",Notes pair 1; YTI.
